SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU00618,Ramipril,Antihypertensive,2.5mg,Tablet,Pfizer,15759,19684.72,958,43,BT971964,May & Baker Nigeria,D3,2028-02-04
SKU00619,Albendazole,Antifungal,500mg,Cream,Pfizer,5456,7627.5,125,78,BT187814,Emzor Pharmaceuticals,B1,2029-01-09
SKU00620,Ethambutol,Antibiotic,625mg,Suspension,Juhel,14060,21096.66,400,83,BT664052,Fidson Healthcare,A3,2028-08-03
SKU00621,Atorvastatin,Statin,40mg,Tablet,Emzor,9574,13914.91,652,30,BT368713,Fidson Healthcare,C2,2027-07-18
SKU00622,Terbutaline,Respiratory,200mcg,Nebule,Fidson,14513,19134.39,179,59,BT569395,Drugfield Pharmaceuticals,D1,2028-12-05
SKU00623,Lisinopril,Antihypertensive,100mg,Tablet,Emzor,5023,7744.34,416,59,BT371569,May & Baker Nigeria,A2,2028-12-30
SKU00624,Enalapril,Antihypertensive,10mg,Tablet,GSK,17660,25068.32,834,38,BT571381,Drugfield Pharmaceuticals,C3,2030-07-08
SKU00625,Propranolol,Antihypertensive,100mg,Tablet,Neimeth,11110,17431.47,819,90,BT649299,Drugfield Pharmaceuticals,C2,2026-11-19
SKU00626,Bisoprolol,Antihypertensive,10mg,Tablet,Emzor,502,779.51,79,87,BT940144,Fidson Healthcare,A1,2027-09-15
SKU00627,Furosemide,Diuretic,100mg,Tablet,GSK,18250,21910.6,14,74,BT670342,Evans Medical,A3,2028-10-09
SKU00628,Mebendazole,Antifungal,500mg,Cream,Swiss Pharma,12274,17403.31,798,92,BT144006,Emzor Pharmaceuticals,C2,2030-01-06
SKU00629,Amoxicillin,Antibiotic,500mg,Capsule,Evans,6571,10350.98,278,89,BT780632,Swiss Pharma Nigeria,B3,2029-10-22
SKU00630,Tamsulosin,General Medicine,100mg,Capsule,Emzor,6427,8485.6,690,30,BT663877,Swiss Pharma Nigeria,A2,2028-09-22
SKU00631,Hydrocortisone,Corticosteroid,4mg,Tablet,Drugfield,1468,2348.17,410,80,BT245825,Drugfield Pharmaceuticals,C3,2029-11-20
SKU00632,Cimetidine,General Medicine,25mg,Capsule,GSK,4176,5969.81,309,76,BT876161,May & Baker Nigeria,A3,2026-10-30
SKU00633,Verapamil,Antihypertensive,2.5mg,Tablet,Juhel,2324,3243.48,556,68,BT797024,Emzor Pharmaceuticals,D1,2029-07-08
SKU00634,Oxybutynin,General Medicine,10mg,Capsule,Pfizer,19364,27555.89,132,56,BT117507,Swiss Pharma Nigeria,D1,2027-06-10
SKU00635,Levodopa,General Medicine,25mg,Tablet,Juhel,6193,8806.25,351,94,BT552133,Drugfield Pharmaceuticals,C3,2029-10-25
SKU00636,Ceftriaxone,Antibiotic,125mg,Suspension,Pfizer,16561,23582.72,291,91,BT804060,Emzor Pharmaceuticals,A3,2029-07-16
SKU00637,Lorazepam,Psychiatric,25mg,Tablet,May & Baker,18226,29038.44,293,64,BT450569,Fidson Healthcare,C2,2029-05-25
SKU00638,Digoxin,General Medicine,5mg,Tablet,Emzor,5296,7652.52,972,23,BT295734,Emzor Pharmaceuticals,D1,2028-10-27
SKU00639,Haloperidol,Psychiatric,25mg,Tablet,May & Baker,16921,22468.79,34,74,BT656699,Drugfield Pharmaceuticals,D2,2030-06-24
SKU00640,Chlorpheniramine,Antihistamine,4mg,Tablet,Evans,1381,1960.21,208,39,BT412517,Drugfield Pharmaceuticals,B3,2027-03-30
SKU00641,Vitamin D3,General Medicine,50mg,Tablet,Emzor,4243,5305.06,782,82,BT965411,Drugfield Pharmaceuticals,B3,2029-04-05
SKU00642,Olanzapine,Psychiatric,10mg,Tablet,Fidson,11548,17054.67,585,94,BT723846,May & Baker Nigeria,C3,2026-12-18
SKU00643,Chlorpheniramine,Antihistamine,10mg,Syrup,Neimeth,16049,20128.94,952,81,BT861037,Drugfield Pharmaceuticals,C1,2027-03-20
SKU00644,Carbimazole,Antifungal,100mg,Capsule,Fidson,11450,15218.84,465,86,BT348265,Emzor Pharmaceuticals,C2,2028-06-20
SKU00645,Sodium Valproate,Antiepileptic,200mg,Capsule,Fidson,17512,25812.41,608,60,BT651369,May & Baker Nigeria,A3,2028-04-24
SKU00646,Methylprednisolone,Corticosteroid,40mg,Tablet,Swiss Pharma,13826,19524.78,224,86,BT154573,Drugfield Pharmaceuticals,C1,2027-01-04
SKU00647,Levothyroxine,General Medicine,50mg,Capsule,GSK,5965,6870.22,26,32,BT728633,Drugfield Pharmaceuticals,D2,2026-10-21
SKU00648,Chloroquine,Antimalarial,100mg,Tablet,Pfizer,7297,11155.08,688,56,BT745562,Drugfield Pharmaceuticals,D1,2028-02-25
SKU00649,Acetazolamide,General Medicine,5mg,Capsule,Juhel,9558,13209.58,32,55,BT457091,Evans Medical,C3,2029-06-22
SKU00650,Cloxacillin,Antibiotic,250mg,Tablet,Swiss Pharma,11509,17768.75,274,89,BT657262,Fidson Healthcare,D1,2028-06-08
SKU00651,Rivastigmine,General Medicine,25mg,Capsule,Fidson,17500,26373.71,600,26,BT627687,Drugfield Pharmaceuticals,B3,2028-12-12
SKU00652,Magnesium Hydroxide,General Medicine,25mg,Tablet,Juhel,5238,7080.21,493,63,BT522199,May & Baker Nigeria,D1,2029-07-06
SKU00653,Carbamazepine,Antiepileptic,500mg,Tablet,Drugfield,6169,9120.85,337,97,BT713613,May & Baker Nigeria,A3,2028-01-03
SKU00654,Diazepam,Psychiatric,100mg,Tablet,Pfizer,7362,9294.47,529,52,BT406589,Evans Medical,A1,2029-04-12
SKU00655,Meropenem,Antibiotic,1g,Tablet,Swiss Pharma,3585,4823.46,680,47,BT907207,Evans Medical,D2,2026-11-15
SKU00656,Isosorbide Mononitrate,General Medicine,10mg,Tablet,Drugfield,5706,7914.55,384,21,BT475293,Swiss Pharma Nigeria,D2,2028-03-11
SKU00657,Omeprazole,Antifungal,100mg,Cream,Swiss Pharma,18522,21590.71,266,100,BT623101,Drugfield Pharmaceuticals,A2,2028-01-17
SKU00658,Ethambutol,Antibiotic,500mg,Injection,Swiss Pharma,16982,23037.65,935,77,BT728413,Fidson Healthcare,C3,2027-06-15
SKU00659,Cetirizine,Antihistamine,4mg,Syrup,Drugfield,9365,14498.15,473,88,BT463576,Swiss Pharma Nigeria,B3,2029-01-08
SKU00660,Oseltamivir,Antiviral,200mg,Capsule,Swiss Pharma,6524,9886.55,61,22,BT681608,Fidson Healthcare,A2,2029-08-27
SKU00661,Ipratropium,Respiratory,200mcg,Nebule,Swiss Pharma,1764,2524.57,9,98,BT388046,May & Baker Nigeria,B3,2029-02-20
SKU00662,Rivastigmine,General Medicine,25mg,Tablet,Pfizer,10806,12691.79,520,24,BT519174,Drugfield Pharmaceuticals,D1,2028-05-30
SKU00663,Zinc Sulphate,General Medicine,10mg,Tablet,GSK,9023,11308.08,442,52,BT172992,Evans Medical,A3,2027-11-23
SKU00664,Vancomycin,Antibiotic,1g,Capsule,Pfizer,1347,1785.71,702,56,BT289053,May & Baker Nigeria,C3,2029-05-08
SKU00665,Tacrolimus,General Medicine,100mg,Capsule,Juhel,1733,2387.55,944,90,BT507415,Emzor Pharmaceuticals,C3,2028-07-23
SKU00666,Methylprednisolone,Corticosteroid,4mg,Injection,Emzor,9565,11378.0,244,69,BT982721,Swiss Pharma Nigeria,B3,2029-11-30
SKU00667,Itraconazole,Antifungal,500mg,Tablet,GSK,11680,18367.33,442,44,BT983944,Fidson Healthcare,B3,2028-02-28
SKU00668,Donepezil,General Medicine,10mg,Capsule,Neimeth,13925,16853.87,833,53,BT588408,Evans Medical,B2,2028-01-12
SKU00669,Donepezil,General Medicine,100mg,Capsule,May & Baker,4684,6365.87,101,66,BT643918,Fidson Healthcare,A1,2029-06-26
SKU00670,Gliclazide,Antidiabetic,1000mg,Injection,Evans,5649,7165.56,944,68,BT124021,Emzor Pharmaceuticals,D1,2029-09-17
SKU00671,Cimetidine,General Medicine,10mg,Tablet,GSK,2700,4015.86,542,48,BT261447,Fidson Healthcare,A3,2028-10-04
SKU00672,Salbutamol,Respiratory,100mcg,Inhaler,Evans,4384,5118.8,740,44,BT992428,Emzor Pharmaceuticals,D1,2028-11-13
SKU00673,Venlafaxine,Psychiatric,25mg,Tablet,Emzor,6239,7893.28,46,93,BT903129,Fidson Healthcare,B1,2028-05-11
SKU00674,Fluconazole,Antifungal,500mg,Tablet,Neimeth,8245,12079.99,841,69,BT259822,Swiss Pharma Nigeria,D1,2029-02-06
SKU00675,Methyldopa,Antihypertensive,5mg,Tablet,Juhel,7782,11430.74,802,55,BT909778,Emzor Pharmaceuticals,D2,2029-03-19
SKU00676,Bromocriptine,General Medicine,25mg,Capsule,Juhel,14913,22252.29,579,45,BT750015,Emzor Pharmaceuticals,D2,2028-06-27
SKU00677,Pioglitazone,Antidiabetic,25mg,Tablet,Evans,16951,22038.67,839,95,BT944090,Drugfield Pharmaceuticals,A2,2029-04-27
SKU00678,Latanoprost,General Medicine,25mg,Tablet,Evans,18836,29391.15,456,93,BT572528,Drugfield Pharmaceuticals,A3,2029-10-26
SKU00679,Loratadine,Antihistamine,120mg,Syrup,Fidson,18602,23092.53,822,24,BT182856,Fidson Healthcare,B2,2029-10-08
SKU00680,Escitalopram,Psychiatric,50mg,Tablet,Emzor,3472,5160.17,964,80,BT748701,Evans Medical,A1,2027-01-15
SKU00681,Cyclophosphamide,General Medicine,50mg,Capsule,Pfizer,3716,4327.24,320,70,BT302593,Fidson Healthcare,A2,2028-06-04
SKU00682,Dabigatran,Anticoagulant,10mg,Injection,May & Baker,18221,26359.46,160,83,BT613714,May & Baker Nigeria,B2,2028-09-01
SKU00683,Dorzolamide,General Medicine,10mg,Capsule,Fidson,10771,14334.74,67,33,BT444327,Swiss Pharma Nigeria,C1,2027-02-02
SKU00684,Imipenem,Antibiotic,250mg,Tablet,May & Baker,8284,9650.86,156,34,BT599866,May & Baker Nigeria,A2,2029-02-26
SKU00685,Sulfadoxine,Antimalarial,50mg,Tablet,Fidson,16167,18998.71,783,22,BT525202,Swiss Pharma Nigeria,C2,2027-09-09
SKU00686,Vitamin D3,General Medicine,10mg,Capsule,Evans,10962,12773.52,986,97,BT225227,Emzor Pharmaceuticals,A3,2029-06-09
SKU00687,Pyrimethamine,Antimalarial,50mg,Injection,Fidson,12582,15406.09,898,32,BT578658,Swiss Pharma Nigeria,D2,2029-02-10
SKU00688,Omeprazole,Antifungal,500mg,Cream,GSK,10918,13950.8,103,23,BT922400,Swiss Pharma Nigeria,D1,2028-02-16
SKU00689,Potassium Chloride,General Medicine,100mg,Tablet,Evans,16538,26058.12,755,24,BT794233,May & Baker Nigeria,D2,2030-02-06
SKU00690,Ceftriaxone,Antibiotic,250mg,Capsule,GSK,11820,17664.02,17,87,BT548395,Evans Medical,C2,2029-04-28
SKU00691,Ramipril,Antihypertensive,2.5mg,Tablet,Drugfield,19808,23790.27,697,54,BT483009,Evans Medical,C2,2029-06-30
SKU00692,Lisinopril,Antihypertensive,25mg,Tablet,Evans,3667,5562.56,259,56,BT623571,Fidson Healthcare,D2,2028-10-16
SKU00693,Gabapentin,Antiepileptic,200mg,Tablet,Emzor,8766,13776.48,925,54,BT160911,Drugfield Pharmaceuticals,A3,2030-04-16
SKU00694,Lorazepam,Psychiatric,5mg,Tablet,May & Baker,19215,22854.98,772,70,BT304185,May & Baker Nigeria,D2,2028-10-18
SKU00695,Warfarin,Anticoagulant,2.5mg,Tablet,Swiss Pharma,7371,10972.41,698,66,BT416799,Swiss Pharma Nigeria,A3,2028-06-16
SKU00696,Meloxicam,NSAID,400mg,Gel,Drugfield,2723,3469.65,572,67,BT822171,Evans Medical,B1,2029-10-23
SKU00697,Methylprednisolone,Corticosteroid,100mg,Cream,GSK,3097,4512.82,796,73,BT214694,Emzor Pharmaceuticals,B2,2028-04-11
SKU00698,Ropinirole,General Medicine,50mg,Tablet,May & Baker,5608,6832.61,976,62,BT372708,Evans Medical,A3,2029-09-28
SKU00699,Atorvastatin,Statin,20mg,Tablet,Juhel,16539,25085.57,399,28,BT281296,May & Baker Nigeria,B3,2028-04-28
SKU00700,Tacrolimus,General Medicine,10mg,Tablet,Evans,13241,15596.03,70,74,BT209377,Evans Medical,B3,2028-01-06
SKU00701,Metronidazole,Antifungal,150mg,Cream,Neimeth,5301,6395.86,230,73,BT160652,Evans Medical,B3,2028-11-28
SKU00702,Cyclosporine,General Medicine,50mg,Capsule,Fidson,9508,12917.66,450,46,BT734927,Evans Medical,C2,2028-02-04
SKU00703,Domperidone,General Medicine,100mg,Tablet,Drugfield,13527,20262.57,148,29,BT292219,May & Baker Nigeria,A2,2030-01-29
SKU00704,Methotrexate,General Medicine,50mg,Capsule,Drugfield,8659,12363.28,363,91,BT920523,May & Baker Nigeria,C3,2028-11-06
SKU00705,Ampicillin,Antibiotic,625mg,Injection,Emzor,4245,6008.36,759,50,BT318097,Evans Medical,B3,2026-10-14
SKU00706,Vitamin D3,General Medicine,50mg,Tablet,Emzor,16783,26233.58,829,69,BT321182,Emzor Pharmaceuticals,B3,2027-01-02
SKU00707,Artesunate,Antimalarial,200mg,Tablet,Neimeth,9472,15124.0,792,25,BT688413,Evans Medical,C3,2027-05-18
SKU00708,Gentamicin,General Medicine,100mg,Capsule,Fidson,10300,15813.64,805,44,BT501962,Drugfield Pharmaceuticals,C2,2030-05-01
SKU00709,Insulin Glargine,Antidiabetic,500mg,Tablet,Neimeth,6446,8075.66,123,98,BT924229,Emzor Pharmaceuticals,D3,2030-01-20
SKU00710,Sildenafil,General Medicine,25mg,Tablet,Pfizer,1197,1844.58,940,74,BT693461,Swiss Pharma Nigeria,A2,2030-06-25
SKU00711,Simvastatin,Statin,10mg,Tablet,Neimeth,15681,22142.24,390,74,BT726512,May & Baker Nigeria,C2,2027-09-12
SKU00712,Morphine,Analgesic,650mg,Syrup,Swiss Pharma,549,788.66,733,83,BT495012,Drugfield Pharmaceuticals,A1,2028-07-14
SKU00713,Folic Acid,General Medicine,25mg,Capsule,Evans,182,291.03,120,55,BT933400,Drugfield Pharmaceuticals,B2,2028-06-26
SKU00714,Gliclazide,Antidiabetic,25mg,Tablet,Neimeth,5769,8797.65,505,63,BT677613,Evans Medical,C1,2030-05-18
SKU00715,Quetiapine,Psychiatric,50mg,Tablet,Evans,13190,17183.72,36,56,BT955736,Evans Medical,A3,2027-05-30
SKU00716,Metformin,Antidiabetic,10mg,Tablet,Swiss Pharma,10466,15155.38,393,80,BT647369,Evans Medical,D3,2029-07-24
SKU00717,Sodium Valproate,Antiepileptic,300mg,Tablet,May & Baker,5927,7581.59,349,98,BT270698,May & Baker Nigeria,A3,2026-12-02
SKU00718,Ropinirole,General Medicine,25mg,Tablet,Fidson,727,1075.35,807,47,BT492303,Fidson Healthcare,A3,2027-09-17
SKU00719,Artemether,Antimalarial,20/120mg,Tablet,Evans,14334,18870.35,954,44,BT570411,Swiss Pharma Nigeria,C1,2027-08-03
SKU00720,Losartan,Antihypertensive,100mg,Tablet,GSK,3763,4771.76,409,66,BT622648,Emzor Pharmaceuticals,C2,2030-05-16
SKU00721,Diazepam,Psychiatric,25mg,Tablet,Juhel,15258,19954.35,910,88,BT935376,Fidson Healthcare,B2,2027-06-17
SKU00722,Ferrous Sulphate,General Medicine,100mg,Capsule,Drugfield,5677,8668.99,727,70,BT106788,Evans Medical,C1,2027-11-04
SKU00723,Ketoconazole,Antifungal,200mg,Capsule,Swiss Pharma,2689,3389.04,384,33,BT738641,Swiss Pharma Nigeria,C3,2028-03-02
SKU00724,Hydrocortisone,Corticosteroid,4mg,Cream,Juhel,13171,20668.21,476,80,BT299446,Evans Medical,A1,2027-10-18
SKU00725,Ondansetron,General Medicine,50mg,Tablet,Drugfield,16370,25497.92,585,40,BT388499,Drugfield Pharmaceuticals,D1,2027-01-13
SKU00726,Pioglitazone,Antidiabetic,850mg,Injection,Emzor,6906,8516.26,218,25,BT897945,Evans Medical,D3,2027-12-26
SKU00727,Ipratropium,Respiratory,4mg,Inhaler,Juhel,2813,3322.86,34,34,BT746026,Fidson Healthcare,B3,2027-01-23
SKU00728,Zinc Sulphate,General Medicine,100mg,Capsule,May & Baker,6570,9813.56,709,52,BT557069,Drugfield Pharmaceuticals,C3,2029-05-17
SKU00729,Methotrexate,General Medicine,5mg,Tablet,Swiss Pharma,12182,16353.32,654,94,BT920363,May & Baker Nigeria,A1,2028-11-19
SKU00730,Metformin,Antidiabetic,10mg,Tablet,May & Baker,11531,14555.97,29,37,BT878104,Emzor Pharmaceuticals,D3,2030-02-13
SKU00731,Methyldopa,Antihypertensive,50mg,Tablet,Juhel,18781,23178.89,700,70,BT364795,Fidson Healthcare,C2,2027-01-22
SKU00732,Amiodarone,General Medicine,10mg,Capsule,Juhel,6528,10222.08,775,52,BT399939,Fidson Healthcare,B2,2027-09-29
SKU00733,Amlodipine,Antihypertensive,25mg,Tablet,Swiss Pharma,2086,3000.31,859,44,BT515359,Fidson Healthcare,C1,2028-10-07
SKU00734,Vitamin B Complex,General Medicine,25mg,Capsule,May & Baker,5736,9033.58,74,36,BT699060,May & Baker Nigeria,C1,2029-11-04
SKU00735,Bupropion,Psychiatric,100mg,Tablet,Pfizer,9649,11831.94,168,43,BT386622,Drugfield Pharmaceuticals,C1,2027-07-25
SKU00736,Flucloxacillin,Antibiotic,125mg,Capsule,Evans,18101,26996.4,166,68,BT813400,Swiss Pharma Nigeria,D3,2027-12-10
SKU00737,Enoxaparin,Anticoagulant,40mg,Tablet,Evans,18290,24719.11,528,55,BT232418,Emzor Pharmaceuticals,C2,2028-12-22
SKU00738,Clotrimazole,Antifungal,200mg,Capsule,Pfizer,8425,11863.23,747,93,BT809730,Evans Medical,A3,2030-05-20
SKU00739,Lamotrigine,Antiepileptic,100mg,Capsule,Neimeth,13649,20270.15,124,38,BT339748,Evans Medical,A3,2030-02-18
SKU00740,Ibuprofen,NSAID,200mg,Tablet,GSK,12408,14683.5,732,76,BT603456,May & Baker Nigeria,D2,2029-04-22
SKU00741,Hydroxychloroquine,Antimalarial,200mg,Injection,May & Baker,11613,16443.33,416,95,BT243814,Emzor Pharmaceuticals,D3,2027-02-28
SKU00742,Enoxaparin,Anticoagulant,10mg,Injection,Evans,6037,7772.96,611,26,BT201260,Drugfield Pharmaceuticals,A3,2030-03-07
SKU00743,Lansoprazole,Antifungal,150mg,Cream,Emzor,18351,23738.54,557,26,BT108056,Drugfield Pharmaceuticals,D1,2028-11-29
SKU00744,Citalopram,Psychiatric,10mg,Tablet,Fidson,19909,28248.1,930,42,BT979610,Fidson Healthcare,D1,2027-05-07
SKU00745,Insulin Aspart,Antidiabetic,10mg,Injection,Emzor,18113,24447.41,962,49,BT156269,Swiss Pharma Nigeria,A1,2028-08-21
SKU00746,Allopurinol,General Medicine,100mg,Tablet,Pfizer,16022,23840.53,607,98,BT633759,Emzor Pharmaceuticals,A1,2029-09-17
SKU00747,Dorzolamide,General Medicine,5mg,Capsule,Juhel,174,267.33,518,99,BT439013,Drugfield Pharmaceuticals,C3,2028-04-29
SKU00748,Haloperidol,Psychiatric,50mg,Tablet,Juhel,16709,21271.93,637,50,BT523865,Fidson Healthcare,C3,2027-06-27
SKU00749,Doxycycline,Antibiotic,250mg,Capsule,GSK,2298,2887.72,539,87,BT745555,Evans Medical,D2,2030-03-28
SKU00750,Paracetamol,Analgesic,650mg,Injection,Swiss Pharma,8229,12665.03,868,65,BT501665,May & Baker Nigeria,A3,2027-04-04
SKU00751,Allopurinol,General Medicine,25mg,Tablet,Pfizer,990,1263.75,959,57,BT148559,Evans Medical,B1,2029-01-12
SKU00752,Quetiapine,Psychiatric,10mg,Tablet,Fidson,10621,16567.39,470,37,BT818988,Fidson Healthcare,A2,2028-12-09
SKU00753,Zinc Sulphate,General Medicine,10mg,Tablet,Neimeth,15825,18790.5,32,75,BT270305,Swiss Pharma Nigeria,B2,2029-06-06
SKU00754,Losartan,Antihypertensive,10mg,Tablet,GSK,5128,6156.66,858,47,BT338130,Emzor Pharmaceuticals,C2,2030-03-07
SKU00755,Diphenhydramine,Antihistamine,10mg,Tablet,GSK,3076,3895.66,972,94,BT223874,May & Baker Nigeria,B3,2027-12-27
SKU00756,Atorvastatin,Statin,20mg,Tablet,Fidson,14197,18086.02,751,48,BT637061,Drugfield Pharmaceuticals,D2,2029-01-27
SKU00757,Ondansetron,General Medicine,10mg,Tablet,May & Baker,1026,1609.75,598,49,BT990446,Evans Medical,D1,2029-03-03
SKU00758,Propranolol,Antihypertensive,100mg,Tablet,Swiss Pharma,8436,12725.27,645,81,BT880833,Drugfield Pharmaceuticals,A3,2027-03-05
SKU00759,Ketoconazole,Antifungal,500mg,Capsule,Drugfield,11745,17262.0,152,72,BT700464,Fidson Healthcare,A1,2027-03-10
SKU00760,Rifampicin,Antibiotic,1g,Injection,Fidson,5245,7428.79,557,73,BT722197,Emzor Pharmaceuticals,B2,2029-05-28
SKU00761,Lumefantrine,Antimalarial,200mg,Tablet,Evans,11554,16123.07,366,49,BT866584,Fidson Healthcare,B2,2028-04-03
SKU00762,Finasteride,General Medicine,5mg,Tablet,May & Baker,19304,25142.55,540,99,BT155879,May & Baker Nigeria,B3,2029-11-29
SKU00763,Enoxaparin,Anticoagulant,20mg,Injection,Evans,19301,26578.61,900,82,BT403386,May & Baker Nigeria,A2,2026-12-06
SKU00764,Cyclosporine,General Medicine,50mg,Tablet,Emzor,18376,24623.48,201,93,BT619652,May & Baker Nigeria,B2,2027-06-20
SKU00765,Hydralazine,Antihypertensive,2.5mg,Tablet,GSK,7841,9884.91,263,97,BT304053,Fidson Healthcare,A3,2027-08-03
SKU00766,Chloroquine,Antimalarial,200mg,Tablet,Swiss Pharma,19658,30027.78,845,25,BT663956,Drugfield Pharmaceuticals,B2,2027-02-27
SKU00767,Lamotrigine,Antiepileptic,500mg,Capsule,GSK,10705,15202.61,152,51,BT185969,Drugfield Pharmaceuticals,A3,2028-12-31
SKU00768,Dorzolamide,General Medicine,50mg,Tablet,GSK,2369,3327.26,894,89,BT191849,Evans Medical,B2,2030-03-14
SKU00769,Enoxaparin,Anticoagulant,40mg,Injection,Swiss Pharma,17610,27232.33,190,84,BT507245,Swiss Pharma Nigeria,B1,2027-09-13
SKU00770,Piperacillin,Antibiotic,500mg,Capsule,May & Baker,11411,14829.58,474,64,BT117820,Swiss Pharma Nigeria,B2,2026-11-20
SKU00771,Dorzolamide,General Medicine,5mg,Tablet,Fidson,19073,26592.83,388,40,BT809725,Swiss Pharma Nigeria,B2,2028-08-14
SKU00772,Vitamin C,General Medicine,50mg,Capsule,Emzor,12390,17026.74,504,74,BT585683,Evans Medical,D1,2029-04-04
SKU00773,Venlafaxine,Psychiatric,10mg,Tablet,Evans,1459,2161.5,170,23,BT116633,Fidson Healthcare,D2,2029-05-06
SKU00774,Budesonide,Respiratory,2mg,Tablet,Juhel,4349,6749.81,274,82,BT640065,Fidson Healthcare,A3,2029-03-24
SKU00775,Salbutamol,Respiratory,4mg,Nebule,Emzor,10984,13131.68,313,96,BT980142,Drugfield Pharmaceuticals,C2,2028-02-14
SKU00776,Morphine,Analgesic,500mg,Tablet,Evans,5689,8360.3,649,33,BT833936,Emzor Pharmaceuticals,B2,2028-12-25
SKU00777,Insulin Glargine,Antidiabetic,1000mg,Tablet,May & Baker,5187,7831.37,882,78,BT905191,Fidson Healthcare,C2,2028-07-17
SKU00778,Clonazepam,Psychiatric,100mg,Tablet,Fidson,11222,16120.44,454,92,BT205326,Swiss Pharma Nigeria,C1,2030-02-04
SKU00779,Clonazepam,Psychiatric,5mg,Tablet,Pfizer,17071,21157.49,609,96,BT740295,Fidson Healthcare,B1,2029-09-11
SKU00780,Vitamin C,General Medicine,50mg,Capsule,Neimeth,5889,8019.41,290,37,BT146811,May & Baker Nigeria,D3,2029-04-06
SKU00781,Haloperidol,Psychiatric,5mg,Tablet,Swiss Pharma,13034,20339.79,967,30,BT108922,Emzor Pharmaceuticals,D2,2030-07-03
SKU00782,Meropenem,Antibiotic,500mg,Injection,Fidson,17676,20677.2,627,80,BT282681,Emzor Pharmaceuticals,D2,2028-09-10
SKU00783,Vancomycin,Antibiotic,250mg,Capsule,Neimeth,8693,12513.2,361,38,BT968342,Drugfield Pharmaceuticals,B1,2029-04-06
SKU00784,Ibuprofen,NSAID,200mg,Gel,Pfizer,1323,2025.99,639,93,BT787054,Fidson Healthcare,A2,2027-12-17
SKU00785,Losartan,Antihypertensive,100mg,Tablet,Swiss Pharma,15538,23371.48,227,28,BT924525,Emzor Pharmaceuticals,C3,2027-02-11
SKU00786,Carbidopa,General Medicine,50mg,Capsule,GSK,4308,5970.55,411,93,BT733756,Evans Medical,A2,2028-08-27
SKU00787,Cefixime,Antibiotic,250mg,Suspension,Emzor,19514,29865.07,115,20,BT668394,May & Baker Nigeria,B3,2029-10-16
SKU00788,Vancomycin,Antibiotic,500mg,Tablet,GSK,1319,1812.05,146,63,BT673784,Emzor Pharmaceuticals,B1,2027-05-03
SKU00789,Metronidazole,Antifungal,500mg,Tablet,Fidson,11395,14290.26,509,52,BT905446,Emzor Pharmaceuticals,D2,2030-04-06
SKU00790,Artemether,Antimalarial,50mg,Injection,May & Baker,8519,11624.61,207,76,BT687112,May & Baker Nigeria,D2,2026-12-04
SKU00791,Metformin,Antidiabetic,1000mg,Injection,Emzor,7655,10132.85,731,48,BT333391,Drugfield Pharmaceuticals,C2,2029-07-03
SKU00792,Carbamazepine,Antiepileptic,100mg,Capsule,Fidson,13736,21371.96,994,99,BT361979,May & Baker Nigeria,A1,2027-10-13
SKU00793,Cefixime,Antibiotic,625mg,Suspension,Neimeth,6102,7202.32,970,63,BT889078,Fidson Healthcare,A2,2028-11-01
SKU00794,Nifedipine,Antihypertensive,5mg,Tablet,May & Baker,9761,12649.05,115,86,BT841037,Drugfield Pharmaceuticals,D3,2027-11-07
SKU00795,Tamsulosin,General Medicine,5mg,Capsule,Fidson,17865,24710.31,882,28,BT507057,Fidson Healthcare,C2,2030-03-13
SKU00796,Vitamin D3,General Medicine,25mg,Tablet,Pfizer,17310,23751.05,298,96,BT255709,Evans Medical,B3,2027-12-22
SKU00797,Finasteride,General Medicine,5mg,Tablet,Fidson,3750,5459.33,426,33,BT218951,Swiss Pharma Nigeria,C2,2028-04-02
SKU00798,Itraconazole,Antifungal,100mg,Cream,Neimeth,6580,10424.67,462,98,BT210716,May & Baker Nigeria,C3,2027-06-12
SKU00799,Amoxicillin,Antibiotic,125mg,Tablet,GSK,10969,14020.02,721,55,BT694486,May & Baker Nigeria,D2,2028-06-16
SKU00800,Acetazolamide,General Medicine,50mg,Tablet,Emzor,3559,4915.97,77,46,BT361573,Fidson Healthcare,A3,2029-01-26
SKU00801,Nifedipine,Antihypertensive,10mg,Tablet,Evans,7919,10876.47,67,52,BT774844,May & Baker Nigeria,B3,2027-12-06
SKU00802,Ferrous Sulphate,General Medicine,100mg,Capsule,Evans,17957,26257.01,511,57,BT428470,May & Baker Nigeria,C1,2026-12-06
SKU00803,Morphine,Analgesic,650mg,Tablet,GSK,6955,10979.87,840,24,BT112614,Emzor Pharmaceuticals,D1,2027-05-21
